data(p149):a2(A,2):-0.3271161170993295 
data(p91):a12(A,f):0.11323309734654988 
data(p91):a13(A,g):-0.1433868777722074 
data(p466):a2(A,1):-0.12922731535400886 
data(p466):a3(A,2):0.10107489003310503 
data(p466):a8(A,3):0.4370738658758767 
data(p466):a11(A,0):-0.4724649822642616 
data(p466):a14(A,3):0.13321984320552588 
data(p466):a15(A,1):0.5094328046796521 
data(p466):a1(A,a):1.0566045453050816 
data(p466):a4(A,u):-0.5803367029130403 
data(p466):a5(A,g):-0.25306035123163456 
data(p466):a6(A,m):-0.01563364962680941 
data(p466):a7(A,v):-0.04103089843765859 
data(p466):a9(A,f):-3.736882260354897 
data(p466):a10(A,t):-0.5909009156775944 
data(p466):a12(A,t):-0.2433517349456554 
data(p466):a13(A,g):-0.22659148492282355 
data(p30):a2(A,3):-0.2951061397209885 
data(p30):a3(A,1):-0.2469866983291102 
data(p30):a8(A,3):0.45748257469718046 
data(p30):a11(A,1):1.411047243202054 
data(p30):a14(A,3):-0.07625207338720803 
data(p30):a15(A,2):2.1990513113938537 
data(p30):a1(A,b):0.7008581290752048 
data(p30):a4(A,u):-0.23919108579328555 
data(p30):a5(A,g):-0.11804473826191059 
data(p30):a6(A,w):1.521647433832549 
data(p30):a7(A,v):0.36933379562264235 
data(p30):a9(A,t):1.6074704713630037 
data(p30):a10(A,t):-0.18117881970874594 
data(p30):a12(A,t):-0.28337165317368956 
data(p30):a13(A,g):-0.06863788027053114 
data(p353):a2(A,0):0.3209924699644146 
data(p353):a3(A,3):-0.15101524502495905 
data(p353):a8(A,2):1.8866659054244075 
data(p353):a11(A,0):-0.32211277997340504 
data(p353):a14(A,0):-0.21730885247645806 
data(p353):a15(A,2):-0.2156365242658722 
data(p353):a1(A,b):0.3673781862865218 
data(p353):a4(A,y):-0.8394554676557339 
data(p353):a5(A,p):-0.8267336200205896 
data(p353):a6(A,m):-0.03384796003827797 
data(p353):a7(A,v):0.0633362988324412 
data(p353):a9(A,f):-2.9828377974469267 
data(p353):a10(A,f):0.014025259464098966 
data(p353):a12(A,t):0.5241636913124569 
data(p353):a13(A,g):-0.14822353478439515 
data(p375):a2(A,1):0.2008159287398699 
data(p375):a3(A,0):1.014148638979141 
data(p375):a8(A,0):-0.6348777507972293 
data(p375):a11(A,0):-0.3532174370430126 
data(p375):a14(A,2):-0.8544400705223787 
data(p375):a15(A,2):1.244261116940202 
data(p375):a4(A,u):-0.4284936521333321 
data(p375):a5(A,g):-0.2219257347470515 
data(p375):a6(A,aa):-0.189211151215301 
data(p375):a7(A,v):0.1952786684616335 
data(p375):a9(A,f):-2.8974382414776243 
data(p375):a10(A,f):-0.09269018638328537 
data(p375):a12(A,f):0.46470033910751585 
data(p375):a13(A,g):-0.1214097674593163 
data(p446):a2(A,2):-0.4924786106462541 
data(p446):a3(A,3):-0.2843908618052681 
data(p446):a8(A,0):-1.044470156719728 
data(p446):a11(A,0):-0.3540764433040985 
data(p446):a14(A,2):0.02075674926231858 
data(p446):a15(A,2):1.097310290618733 
data(p446):a1(A,a):1.7983663098259224 
data(p446):a4(A,u):-0.3384417597071313 
data(p446):a5(A,g):-0.2710740824882384 
data(p446):a6(A,ff):-0.2669125760879095 
data(p446):a7(A,ff):-0.20279883604393334 
data(p446):a9(A,f):-2.653635673619959 
data(p446):a10(A,f):-0.3402429195616121 
data(p446):a12(A,f):0.4041174131447752 
data(p446):a13(A,g):-0.2041956365045209 
data(p287):a2(A,2):-0.004384743669406668 
data(p287):a3(A,1):-1.1566331970658734 
data(p287):a8(A,0):-0.4803366250502957 
data(p287):a11(A,0):-0.43743386035648735 
data(p287):a14(A,2):-0.37256548731691286 
data(p287):a15(A,1):0.29070252713499595 
data(p287):a1(A,a):1.4423589292235814 
data(p287):a4(A,u):-0.487331958677465 
data(p287):a5(A,g):-0.3083645446237399 
data(p287):a6(A,ff):-0.17992547736542058 
data(p287):a7(A,ff):-0.2182864496948328 
data(p287):a9(A,f):-3.049325449395651 
data(p287):a10(A,t):-0.39911013577312937 
data(p287):a12(A,t):-0.0145410348363548 
data(p287):a13(A,g):-0.21197788408026147 
data(p501):a2(A,2):0.17279257514543483 
data(p501):a3(A,2):0.3531154426386686 
data(p501):a8(A,3):0.37652845715631184 
data(p501):a11(A,0):-0.4435634135667655 
data(p501):a14(A,3):-0.007166317876760023 
data(p501):a15(A,2):2.1932011256437733 
data(p501):a1(A,b):0.44651997217476547 
data(p501):a4(A,u):-0.3173154153734609 
data(p501):a5(A,g):-0.1715555180023861 
data(p501):a6(A,x):1.254110196901003 
data(p501):a7(A,v):0.6214473541797659 
data(p501):a9(A,t):1.7159844337645564 
data(p501):a10(A,t):-0.28593893951462196 
data(p501):a12(A,t):-0.13334846817425564 
data(p501):a13(A,g):-0.13581674628889254 
data(p633):a2(A,3):0.04149595899466338 
data(p633):a3(A,1):-1.4560608444041747 
data(p633):a8(A,0):-0.46195459113365395 
data(p633):a11(A,0):-0.3621668563692161 
data(p633):a14(A,0):0.2616526457027655 
data(p633):a15(A,0):0.19503325988592443 
data(p633):a1(A,a):1.2721173705540936 
data(p633):a4(A,u):-0.24412178552206854 
data(p633):a5(A,g):-0.256999354035111 
data(p633):a6(A,ff):-0.2612144264650193 
data(p633):a7(A,ff):-0.21803780932433955 
data(p633):a9(A,f):-2.588595050059591 
data(p633):a10(A,f):-0.507292174477015 
data(p633):a12(A,f):0.37629442982186706 
data(p633):a13(A,g):-0.16515307224596232 
data(p430):a2(A,2):-0.36098622667497815 
data(p430):a3(A,0):1.3691968178762493 
data(p430):a8(A,0):-0.2489913653028955 
data(p430):a11(A,0):-0.342489005441734 
data(p430):a14(A,2):-0.9776090512764064 
data(p430):a15(A,0):-0.715515216070114 
data(p430):a1(A,b):0.3978148140352968 
data(p430):a4(A,y):-1.474657285979627 
data(p430):a5(A,p):-0.6368226804313099 
data(p430):a6(A,cc):1.1741056494432918 
data(p430):a7(A,v):0.24014308904219603 
data(p430):a9(A,f):-2.169306677108413 
data(p430):a10(A,f):-0.40748471607479186 
data(p430):a12(A,f):-0.26701123988513886 
data(p430):a13(A,g):-0.1705322214321928 
data(p630):a2(A,0):0.23786668633868002 
data(p630):a3(A,0):0.08758246029881982 
data(p630):a8(A,2):2.017080913802704 
data(p630):a11(A,0):-0.3197509165234047 
data(p630):a14(A,2):-0.8686118038606768 
data(p630):a15(A,0):-1.2585403498747223 
data(p630):a1(A,a):0.9816044154019776 
data(p630):a4(A,u):-0.4037887052674525 
data(p630):a5(A,g):-0.23365327401821245 
data(p630):a6(A,w):1.5939112153367767 
data(p630):a7(A,v):-0.5390553214575577 
data(p630):a9(A,f):-1.8513539328090267 
data(p630):a10(A,f):-0.12385209107849407 
data(p630):a12(A,f):1.1852148445322574 
data(p630):a13(A,g):-0.10360940862122067 
data(p324):a2(A,3):0.26383344439454653 
data(p324):a3(A,0):1.1657626162113315 
data(p324):a8(A,1):-1.2599377612499263 
data(p324):a11(A,1):1.2464415811044038 
data(p324):a14(A,3):1.2134781593490196 
data(p324):a15(A,2):1.6778098688601901 
data(p324):a1(A,b):0.24395288071243967 
data(p324):a4(A,y):-0.8298509248288155 
data(p324):a5(A,p):-0.5808172843238296 
data(p324):a6(A,k):-0.7146269820082961 
data(p324):a7(A,v):0.5218318020163871 
data(p324):a9(A,t):1.7017383316624002 
data(p324):a10(A,t):-0.020804420140597295 
data(p324):a12(A,f):0.19855073421696684 
data(p324):a13(A,g):-0.05998477514913083 
data(p161):a2(A,1):1.2590238096759567 
data(p161):a3(A,1):-0.24389705985665203 
data(p161):a8(A,1):-1.7140120029432273 
data(p161):a11(A,1):1.41670439303367 
data(p161):a14(A,1):-0.5112762057492968 
data(p161):a15(A,2):1.0488807354595175 
data(p161):a1(A,b):0.5164484953665884 
data(p161):a4(A,u):-0.14544197883043625 
data(p161):a5(A,g):-0.14504792843423936 
data(p161):a6(A,x):1.1740597401511277 
data(p161):a7(A,h):1.126012574390875 
data(p161):a9(A,t):1.767081610182895 
data(p161):a10(A,t):-0.04952757694688151 
data(p161):a12(A,f):0.7435592168459886 
data(p161):a13(A,g):-0.09516384904411651 
data(p431):a2(A,3):-0.9806135979831969 
data(p431):a3(A,2):-1.0543255112983176 
data(p431):a8(A,2):1.7823518658302435 
data(p431):a11(A,0):-0.41785438455218193 
data(p431):a14(A,2):0.16015657643257475 
data(p431):a15(A,0):-0.39728853326111585 
data(p431):a1(A,b):0.293606183096478 
data(p431):a4(A,y):-1.6842753300605535 
data(p431):a5(A,p):-0.8102987917519716 
data(p431):a6(A,ff):-0.19480066140781635 
data(p431):a7(A,ff):-0.18921294313645978 
data(p431):a9(A,f):-1.927872069458166 
data(p431):a10(A,f):-0.2519515923451303 
data(p431):a12(A,f):-0.052406728768061066 
data(p431):a13(A,g):-0.23430435563266927 
data(p330):a2(A,2):-0.3166691464992517 
data(p330):a3(A,2):-0.2712262266660764 
data(p330):a8(A,0):1.3155626991619513 
data(p330):a11(A,0):-0.3742161732089059 
data(p330):a14(A,3):1.9908889427763732 
data(p330):a15(A,0):-0.5326585759447056 
data(p330):a1(A,b):0.38490752004221035 
data(p330):a4(A,y):-0.9617754405542995 
data(p330):a5(A,p):-0.6589827196778385 
data(p330):a6(A,i):-0.5902481961840583 
data(p330):a7(A,v):0.7515567062932034 
data(p330):a9(A,f):-2.8699078734831405 
data(p330):a10(A,f):-0.17300234741895712 
data(p330):a12(A,t):0.8097794386339414 
data(p330):a13(A,g):-0.27294884026835153 
data(p104):a2(A,1):0.6607680182051088 
data(p104):a3(A,3):-0.34622070752774514 
data(p104):a8(A,2):-0.1387036936525094 
data(p104):a11(A,0):-0.5252002182219078 
data(p104):a14(A,1):-0.7727188535898467 
data(p104):a15(A,0):-1.0620581455011153 
data(p104):a1(A,b):0.400252285170546 
data(p104):a4(A,u):-0.40616491638765445 
data(p104):a5(A,g):-0.21173477208351413 
data(p104):a6(A,k):-0.8200364835964881 
data(p104):a7(A,v):0.11831897369162238 
data(p104):a9(A,t):1.3843971287814805 
data(p104):a10(A,t):-0.41220051528427193 
data(p104):a12(A,t):-0.01814424404345863 
data(p104):a13(A,g):-0.10847632048931216 
data(p465):a2(A,1):-0.007516273973616708 
data(p465):a3(A,1):-0.9250635523357339 
data(p465):a8(A,0):-1.4455540853105076 
data(p465):a11(A,0):-0.40601009268138144 
data(p465):a14(A,2):-0.11618932417398287 
data(p465):a15(A,1):-0.0764504958677548 
data(p465):a1(A,a):1.6391704401267082 
data(p465):a4(A,u):-0.41032365039259666 
data(p465):a5(A,g):-0.3022452495206791 
data(p465):a6(A,j):0.0 
data(p465):a7(A,j):0.0 
data(p465):a9(A,f):-3.1629963377699166 
data(p465):a10(A,t):-0.43242004696421127 
data(p465):a12(A,f):0.6579737017093719 
data(p465):a13(A,g):-0.20509773800211142 
data(p147):a2(A,1):0.5464263545473417 
data(p147):a3(A,1):-0.5019547684784984 
data(p147):a8(A,2):0.4215336272189679 
data(p147):a11(A,0):-0.36971512855305627 
data(p147):a14(A,0):0.5510057637370843 
data(p147):a15(A,2):0.9641893865158093 
data(p147):a1(A,b):0.7475201651487021 
data(p147):a4(A,u):-0.2533048662525735 
data(p147):a5(A,g):-0.12045430438955206 
data(p147):a6(A,q):-0.5240871233223264 
data(p147):a7(A,v):0.06216907675477053 
data(p147):a9(A,t):1.6882315298682644 
data(p147):a10(A,t):-0.444505831603275 
data(p147):a12(A,t):0.061464916136305385 
data(p147):a13(A,g):-0.055336380221066725 
data(p545):a2(A,2):-0.24911329261968074 
data(p545):a3(A,1):-1.3248081466036767 
data(p545):a8(A,1):-1.9540410836684872 
data(p545):a11(A,1):1.7047844847931213 
data(p545):a14(A,1):-1.582427491289535 
data(p545):a15(A,1):-0.7863305351250898 
data(p545):a1(A,b):0.23935420186889636 
data(p545):a4(A,y):-0.9618041846973888 
data(p545):a5(A,p):-0.6327258588979795 
data(p545):a6(A,i):-0.6199910232788791 
data(p545):a7(A,bb):0.0819471435387257 
data(p545):a9(A,t):1.3009430307011516 
data(p545):a10(A,t):0.09037472043235668 
data(p545):a12(A,t):0.182311964945634 
data(p545):a13(A,g):-0.1305041688014875 
data(p363):a2(A,1):0.9005136428416706 
data(p363):a3(A,0):1.610909676519372 
data(p363):a8(A,0):-0.9278234273546397 
data(p363):a11(A,0):-0.3551669859448479 
data(p363):a14(A,1):-0.5045626078778659 
data(p363):a15(A,0):-0.1715731613458848 
data(p363):a1(A,b):0.7483701154335879 
data(p363):a4(A,u):-0.3061985906607579 
data(p363):a5(A,g):-0.21513331300254857 
data(p363):a6(A,k):-0.658947507131534 
data(p363):a7(A,ff):-0.25140434042250304 
data(p363):a9(A,f):-2.1820442169842473 
data(p363):a10(A,f):-0.034338114183022364 
data(p363):a12(A,f):0.4436031854923869 
data(p363):a13(A,g):-0.12307330553236918 
data(p166):a2(A,3):-0.1666645398861827 
data(p166):a3(A,3):-0.5188658062609743 
data(p166):a8(A,2):0.34660431926859364 
data(p166):a11(A,0):-0.2241444087266405 
data(p166):a14(A,0):-0.0104220913455866 
data(p166):a15(A,2):0.8980121958407458 
data(p166):a1(A,a):1.2377999264129576 
data(p166):a4(A,u):-0.08001441500817376 
data(p166):a5(A,g):-0.13482855613508785 
data(p166):a6(A,q):-0.2540209057694546 
data(p166):a7(A,h):1.2550089744457613 
data(p166):a9(A,t):1.5392225174068126 
data(p166):a10(A,f):-0.37441832538846564 
data(p166):a12(A,f):-0.021429754566911513 
data(p166):a13(A,g):-0.11026486596684894 
data(p274):a2(A,3):-0.6252760369841545 
data(p274):a3(A,3):-0.40711167697143175 
data(p274):a8(A,0):0.27437372234194063 
data(p274):a11(A,0):-0.40762439027191966 
data(p274):a14(A,1):-1.3210516191220338 
data(p274):a15(A,0):0.015137100188084085 
data(p274):a1(A,b):0.15201810521237732 
data(p274):a4(A,y):-1.425294425702795 
data(p274):a5(A,p):-0.7613880106182037 
data(p274):a6(A,k):-0.5298815951081648 
data(p274):a7(A,v):0.5298380973154153 
data(p274):a9(A,f):-2.6029860443309616 
data(p274):a10(A,f):-0.22822101845578832 
data(p274):a12(A,f):-0.35734848617219916 
data(p274):a13(A,g):-0.1665984007735199 
data(p81):a2(A,3):-0.4711037538143459 
data(p81):a3(A,3):-0.8976264689476045 
data(p81):a8(A,0):-0.9502359142158284 
data(p81):a11(A,0):-0.4410123956334307 
data(p81):a14(A,1):-0.7017487320676916 
data(p81):a15(A,0):-0.4999684550597692 
data(p81):a1(A,b):0.1342323937711742 
data(p81):a4(A,u):-0.14691628893184216 
data(p81):a5(A,g):-0.18328082562534684 
data(p81):a6(A,ff):-0.3339659751425548 
data(p81):a7(A,ff):-0.39304384564635536 
data(p81):a9(A,t):1.4648148861190275 
data(p81):a10(A,t):-0.12269113038650903 
data(p81):a12(A,f):-0.10528425296499203 
data(p81):a13(A,g):-0.12793669322123394 
data(p336):a2(A,1):0.10625551760425996 
data(p336):a3(A,0):1.2962591824159597 
data(p336):a8(A,0):-0.7450642553880308 
data(p336):a11(A,0):-0.28667860626672387 
data(p336):a14(A,2):-1.202612784671111 
data(p336):a15(A,1):0.4103729437569009 
data(p336):a1(A,b):0.8411947721061902 
data(p336):a4(A,u):-0.43448805140466795 
data(p336):a5(A,g):-0.22197038215453962 
data(p336):a6(A,q):1.4060652333095294 
data(p336):a7(A,h):0.19371820905275308 
data(p336):a9(A,f):-2.493663777193341 
data(p336):a10(A,f):0.31389897975961956 
data(p336):a12(A,t):0.05970993753645111 
data(p336):a13(A,g):-0.16131472209815517 
data(p541):a2(A,0):-0.2763671781611602 
data(p541):a3(A,1):-1.539282583294202 
data(p541):a8(A,2):1.373358296406117 
data(p541):a11(A,0):-0.3910434356660412 
data(p541):a14(A,1):-1.9159724929434798 
data(p541):a15(A,1):-0.4850866595501145 
data(p541):a1(A,b):0.5000650423096313 
data(p541):a4(A,y):-1.397960888785725 
data(p541):a5(A,p):-0.9791173950500728 
data(p541):a6(A,cc):1.0020970018395303 
data(p541):a7(A,v):0.2365045325591867 
data(p541):a9(A,t):0.8423575540886706 
data(p541):a10(A,f):-0.6021431966964547 
data(p541):a12(A,t):0.18407584369929825 
data(p541):a13(A,g):-0.10142499173379126 
data(p655):a2(A,1):-0.23078237799946053 
data(p655):a3(A,0):0.8118929785383883 
data(p655):a8(A,1):-1.9072144178926629 
data(p655):a11(A,0):-0.3975717410655046 
data(p655):a14(A,2):-1.173701502744176 
data(p655):a15(A,1):0.7958221209845111 
data(p655):a1(A,a):1.3296996481359122 
data(p655):a4(A,u):-0.6005006554147019 
data(p655):a5(A,g):-0.294917030422937 
data(p655):a6(A,q):0.13912493541526558 
data(p655):a7(A,v):-0.34998834456790495 
data(p655):a9(A,f):-3.184424177013032 
data(p655):a10(A,t):-0.8241762849620249 
data(p655):a12(A,t):-0.48400107628058314 
data(p655):a13(A,g):-0.15683568717626203 
data(p196):a2(A,1):1.9295782276040048 
data(p196):a3(A,2):0.7098193737483932 
data(p196):a8(A,2):0.5298283488811314 
data(p196):a11(A,1):1.6653382687630716 
data(p196):a14(A,1):-0.7641433640663863 
data(p196):a15(A,1):-0.8750915760817197 
data(p196):a1(A,b):0.26246203962449577 
data(p196):a4(A,y):-1.046623732916598 
data(p196):a5(A,p):-0.7191232110981148 
data(p196):a6(A,c):0.7301796796403003 
data(p196):a7(A,bb):0.13283872709599776 
data(p196):a9(A,t):1.4404477563147395 
data(p196):a10(A,t):-0.14512898782099273 
data(p196):a12(A,t):0.24902300641295644 
data(p196):a13(A,g):-0.14787298264654283 
data(p4):a2(A,1):1.0358060092022436 
data(p4):a3(A,1):-0.7234956797736014 
data(p4):a8(A,3):1.6375102966032242 
data(p4):a11(A,1):1.773405138632983 
data(p4):a14(A,1):-0.39220331845021267 
data(p4):a15(A,0):-1.2391097090623828 
data(p4):a1(A,b):0.767660618572617 
data(p4):a4(A,u):-0.26225786328958156 
data(p4):a5(A,g):-0.17097190882887828 
data(p4):a6(A,w):1.495318997724571 
data(p4):a7(A,v):-0.22938530545450822 
data(p4):a9(A,t):1.45398700941405 
data(p4):a10(A,t):-0.09865230272630518 
data(p4):a12(A,t):-0.22823937946924344 
data(p4):a13(A,g):-0.07358739726795453 
data(p528):a2(A,3):0.6662299474689676 
data(p528):a3(A,0):0.2935691838240678 
data(p528):a8(A,1):-1.8105601959734312 
data(p528):a11(A,0):-0.3732646696629088 
data(p528):a14(A,2):-1.3731933631617226 
data(p528):a15(A,2):2.1566117209159215 
data(p528):a1(A,a):1.1251764199105332 
data(p528):a4(A,u):-0.3822112282185735 
data(p528):a5(A,g):-0.2641223616313722 
data(p528):a6(A,i):-0.5769279793663697 
data(p528):a7(A,bb):-0.09513403956878651 
data(p528):a9(A,t):0.9450122628358986 
data(p528):a10(A,f):-1.1177955267655468 
data(p528):a12(A,t):-0.46176110605012255 
data(p528):a13(A,g):-0.10563268114663121 
data(p10):a2(A,3):-1.0471850360521724 
data(p10):a3(A,2):0.4558849326910471 
data(p10):a8(A,3):0.1615547242985929 
data(p10):a11(A,0):-0.3644043784201849 
data(p10):a14(A,0):0.5261735067088352 
data(p10):a15(A,2):1.1214296523342482 
data(p10):a1(A,b):0.36061444829797074 
data(p10):a4(A,y):-1.2916524454498879 
data(p10):a5(A,p):-0.9200002573038618 
data(p10):a6(A,w):1.9146139945543341 
data(p10):a7(A,v):0.32903282095458886 
data(p10):a9(A,t):1.543073532342715 
data(p10):a10(A,f):-0.9353938540567437 
data(p10):a12(A,t):0.3701908192121048 
data(p10):a13(A,g):-0.12759034794767893 
data(p424):a2(A,1):0.5182582884243571 
data(p424):a3(A,0):1.448953941042246 
data(p424):a8(A,2):1.0948757750580893 
data(p424):a11(A,0):-0.39675176336233575 
data(p424):a14(A,1):-0.8148355172669367 
data(p424):a15(A,0):-0.6590564574464871 
data(p424):a1(A,b):0.820032252159354 
data(p424):a4(A,u):-0.33106561058641315 
data(p424):a5(A,g):-0.1716915039515517 
data(p424):a6(A,cc):1.0464535268101576 
data(p424):a7(A,v):-0.3693581148466336 
data(p424):a9(A,f):-2.436298723745746 
data(p424):a10(A,f):-0.05688106284546173 
data(p424):a12(A,f):0.6833602526931173 
data(p424):a13(A,g):-0.061268574807997335 
data(p678):a2(A,0):0.023170168347772253 
data(p678):a3(A,3):-0.47867835512043283 
data(p678):a8(A,0):-0.5563425497237651 
data(p678):a11(A,0):-0.429602704766235 
data(p678):a14(A,1):-0.6361383330329605 
data(p678):a15(A,0):0.16974260095978375 
data(p678):a1(A,b):0.32859797481558917 
data(p678):a4(A,u):-0.1966142532909319 
data(p678):a5(A,g):-0.10659212853062697 
data(p678):a6(A,m):-0.07293849295825876 
data(p678):a7(A,v):0.10215107242911035 
data(p678):a9(A,f):-3.319029450802966 
data(p678):a10(A,t):-0.6271145310641677 
data(p678):a12(A,f):0.2684085502712429 
data(p678):a13(A,g):-0.12433565132652252 
data(p319):a2(A,0):-0.33002979536542554 
data(p319):a3(A,0):0.5005521004307723 
data(p319):a8(A,0):-0.0025762909361723655 
data(p319):a11(A,0):-0.25811117049048654 
data(p319):a14(A,3):1.5625036102063925 
data(p319):a15(A,0):-0.13099584996631697 
data(p319):a1(A,b):0.5451639200791739 
data(p319):a4(A,y):-0.9087953165109655 
data(p319):a5(A,p):-0.4848992505956201 
data(p319):a6(A,m):-0.01707844654901034 
data(p319):a7(A,bb):0.13553427469337387 
data(p319):a9(A,f):-1.5788186164146671 
data(p319):a10(A,f):-0.06779654128229175 
data(p319):a12(A,t):0.5677679403636295 
data(p319):a13(A,s):0.0055927117922837805 
data(p488):a2(A,1):1.2225167700460169 
data(p488):a3(A,3):-0.09581426888194755 
data(p488):a8(A,0):0.59839807086249 
data(p488):a11(A,0):-0.41560251715642565 
data(p488):a14(A,1):-1.363061537576554 
data(p488):a15(A,2):0.2997710703003017 
data(p488):a1(A,b):0.3560548461234376 
data(p488):a4(A,y):-1.1129196216584227 
data(p488):a5(A,p):-0.7403214718923433 
data(p488):a6(A,aa):-0.10649492553811607 
data(p488):a7(A,v):0.47673435557162647 
data(p488):a9(A,f):-3.3742722552464435 
data(p488):a10(A,f):-0.11442984341877313 
data(p488):a12(A,t):0.6910133282292503 
data(p488):a13(A,g):-0.19381822306012517 
data(p180):a2(A,0):-0.019179570325999346 
data(p180):a3(A,3):-0.9791258879533832 
data(p180):a8(A,2):0.7665432077105093 
data(p180):a11(A,1):1.2135510284020479 
data(p180):a14(A,0):0.3969947750546742 
data(p180):a15(A,1):-0.8837487026654578 
