data(p756):a1(A,f):-0.17670463857288382 
data(p1056):a9(A,f):0.1753070740608524 
data(p1056):a10(A,f):1.5822593395774194 
data(p1056):a11(A,f):-0.14285665044449716 
data(p1056):a12(A,f):0.024917109413330345 
data(p1056):a13(A,g):-0.16002759686024487 
data(p1056):a14(A,f):0.002523435728309581 
data(p1056):a15(A,n):0.13329993816980218 
data(p1056):a16(A,f):0.09544949362504078 
data(p1056):a17(A,f):-0.05816879360866168 
data(p1056):a18(A,t):-0.12432857038998756 
data(p1056):a19(A,f):0.0 
data(p1056):a20(A,f):-0.024025531135421052 
data(p1056):a21(A,f):-1.6487094916810459 
data(p1056):a22(A,f):0.040517694653681546 
data(p1056):a23(A,f):0.19037572085190516 
data(p1056):a24(A,t):-0.035911413102263146 
data(p1056):a25(A,f):0.0 
data(p1056):a26(A,t):0.020984722994350828 
data(p1056):a27(A,f):0.059924992529723706 
data(p1056):a28(A,f):0.0 
data(p1056):a29(A,f):0.0004229011601465278 
data(p1056):a30(A,f):0.045745483206772665 
data(p1056):a31(A,f):-0.03157365025100396 
data(p1056):a32(A,f):0.1340072230486877 
data(p1056):a33(A,t):-2.8389637388410884 
data(p1056):a34(A,t):-0.1995913187907097 
data(p1056):a35(A,t):0.2709300193989742 
data(p1056):a36(A,n):0.05602279654186043 
data(p511):a1(A,f):-0.2531911260953558 
data(p511):a2(A,f):-0.028758625633039984 
data(p511):a3(A,f):0.07026057983907419 
data(p511):a4(A,f):0.2355725668443861 
data(p511):a5(A,f):-0.12945639903846412 
data(p511):a6(A,t):0.6666412454594073 
data(p511):a7(A,f):0.04913878912314248 
data(p511):a8(A,f):0.044820536938886595 
data(p511):a9(A,t):-0.07237722333536867 
data(p511):a10(A,f):2.225340361609906 
data(p511):a11(A,f):-0.37731165353406637 
data(p511):a12(A,f):0.04951531386842795 
data(p511):a13(A,g):0.23730613206629925 
data(p511):a14(A,f):0.0032624611054206227 
data(p511):a15(A,n):0.13262984927083563 
data(p511):a16(A,f):0.1085217956916464 
data(p511):a17(A,f):-0.05216203561709726 
data(p511):a18(A,t):-0.09871589989261186 
data(p511):a19(A,f):0.0 
data(p511):a20(A,f):0.009210912126012862 
data(p511):a21(A,f):-1.361235838121528 
data(p511):a22(A,t):-0.005722679097285287 
data(p511):a23(A,f):0.173777992666318 
data(p511):a24(A,t):-0.03434582871836043 
data(p511):a25(A,f):0.0 
data(p511):a26(A,f):0.14611263051736176 
data(p511):a27(A,f):0.06148987916986548 
data(p511):a28(A,f):0.0 
data(p511):a29(A,f):0.0004229011601465278 
data(p511):a30(A,f):0.0339248703549579 
data(p511):a31(A,f):0.021202714132167788 
data(p511):a32(A,f):0.19196639148379893 
data(p511):a33(A,f):2.5087221448327717 
data(p511):a34(A,t):-0.14320210851979076 
data(p511):a35(A,t):0.43866823659132825 
data(p511):a36(A,n):-0.07130564368349847 
data(p2786):a1(A,f):-0.1687556034845778 
data(p2786):a2(A,f):-0.014801991251303178 
data(p2786):a3(A,f):0.0638135064790972 
data(p2786):a4(A,t):-0.9061868547700017 
data(p2786):a5(A,t):0.3717002078223232 
data(p2786):a6(A,t):0.26232323421140363 
data(p2786):a7(A,f):0.8052756663520434 
data(p2786):a8(A,f):0.022008464047364108 
data(p2786):a9(A,f):0.3883777106388685 
data(p2786):a10(A,f):1.5815977949265467 
data(p2786):a11(A,f):-0.13596981060857755 
data(p2786):a12(A,f):0.030477213784889497 
data(p2786):a13(A,g):0.1936676230850541 
data(p2786):a14(A,f):0.0027040351111793422 
data(p2786):a15(A,n):-0.00697905027209225 
data(p2786):a16(A,t):-1.2217144670428148 
data(p2786):a17(A,f):-0.056045269629440196 
data(p2786):a18(A,f):0.33845715795314013 
data(p2786):a19(A,f):0.0 
data(p2786):a20(A,f):0.09014509260638887 
data(p2786):a21(A,f):-1.5960504743723392 
data(p2786):a22(A,f):0.04834098874653854 
data(p2786):a23(A,f):0.12240412194036591 
data(p2786):a24(A,t):-0.2201556499699566 
data(p2786):a25(A,f):0.0 
data(p2786):a26(A,t):-0.01770935382169409 
data(p2786):a27(A,f):0.08033693528749764 
data(p2786):a28(A,f):0.0 
data(p2786):a29(A,f):0.0004229011601465278 
data(p2786):a30(A,f):0.06753105486910363 
data(p2786):a31(A,f):-0.13349857484641814 
data(p2786):a32(A,f):0.13064545232466948 
data(p2786):a33(A,t):-2.6234683729192487 
data(p2786):a34(A,f):1.2458199338944553 
data(p2786):a35(A,t):0.23274578716307312 
data(p2786):a36(A,n):0.07262773256943815 
data(p1575):a1(A,f):-0.26302226137361806 
data(p1575):a2(A,f):-0.04388696132347546 
data(p1575):a3(A,f):0.06743455511631181 
data(p1575):a4(A,f):0.19265840850457014 
data(p1575):a5(A,f):-0.20583262772866756 
data(p1575):a6(A,t):0.518439321087182 
data(p1575):a7(A,f):0.06936410423772182 
data(p1575):a8(A,f):0.06019592039832399 
data(p1575):a9(A,f):0.19057809426255515 
data(p1575):a10(A,t):-3.497797729926835 
data(p1575):a11(A,f):-0.36109671181050573 
data(p1575):a12(A,f):0.070782800526274 
data(p1575):a13(A,g):0.0474767599312262 
data(p1575):a14(A,f):0.0030156983144611527 
data(p1575):a15(A,n):0.10103722355729995 
data(p1575):a16(A,f):0.09311634434270681 
data(p1575):a17(A,f):-0.053995299314788685 
data(p1575):a18(A,t):-0.10904327596400126 
data(p1575):a19(A,f):0.0 
data(p1575):a20(A,f):0.02659158025806061 
data(p1575):a21(A,f):-1.886169325189815 
data(p1575):a22(A,f):0.03164340792524009 
data(p1575):a23(A,f):0.15135282356174362 
data(p1575):a24(A,f):-0.0315430464257703 
data(p1575):a25(A,f):0.0 
data(p1575):a26(A,t):-0.15470983122203283 
data(p1575):a27(A,f):0.05173439893601142 
data(p1575):a28(A,f):0.0 
data(p1575):a29(A,f):0.00031856310424634393 
data(p1575):a30(A,f):0.03329721600228777 
data(p1575):a31(A,f):-0.035443470018198586 
data(p1575):a32(A,f):0.1610301407979111 
data(p1575):a33(A,f):1.5770459803329098 
data(p1575):a34(A,t):-0.11331322838702201 
data(p1575):a35(A,t):0.27081129377779667 
data(p1575):a36(A,t):-0.32619656134898545 
data(p1675):a1(A,t):0.9941483906621175 
data(p1675):a2(A,f):-0.07354394273666881 
data(p1675):a3(A,f):0.07704920452004382 
data(p1675):a4(A,f):0.2061037299541861 
data(p1675):a5(A,f):-0.04678692472794711 
data(p1675):a6(A,f):-0.858725751953085 
data(p1675):a7(A,f):0.09028842923041237 
data(p1675):a8(A,f):0.04087693501221811 
data(p1675):a9(A,f):0.19581093605671948 
data(p1675):a10(A,f):1.8003165286318734 
data(p1675):a11(A,t):0.28237168891357234 
data(p1675):a12(A,f):-0.07839449391996269 
data(p1675):a13(A,l):0.028358620559067828 
data(p1675):a14(A,f):0.01123457299033188 
data(p1675):a15(A,w):2.3690334502611434 
data(p1675):a16(A,f):0.097553271216581 
data(p1675):a17(A,f):-0.05501664257283814 
data(p1675):a18(A,t):-0.3579496843500057 
data(p1675):a19(A,f):0.0 
data(p1675):a20(A,f):-0.03839568170941133 
data(p1675):a21(A,f):-1.3430050746773907 
data(p1675):a22(A,f):0.02164271430519926 
data(p1675):a23(A,f):0.17747226387228518 
data(p1675):a24(A,t):-0.0585511975513955 
data(p1675):a25(A,f):0.0 
data(p1675):a26(A,t):-0.06313454374380925 
data(p1675):a27(A,f):0.05724735506568558 
data(p1675):a28(A,f):0.0 
data(p1675):a29(A,f):0.003747009656562437 
data(p1675):a30(A,f):0.03980258924118062 
data(p1675):a31(A,t):0.21758008363976736 
data(p1675):a32(A,f):0.226052800304444 
data(p1675):a33(A,f):1.4838274489924252 
data(p1675):a34(A,t):0.08256990903263796 
data(p1675):a35(A,f):-1.9075359749138245 
data(p1675):a36(A,n):-0.01246309544836304 
data(p1181):a1(A,f):-0.2449395308133742 
data(p1181):a2(A,f):-0.06089482210182865 
data(p1181):a3(A,f):0.06407316795865561 
data(p1181):a4(A,f):0.22505676985175863 
data(p1181):a5(A,f):-0.09969351190471207 
data(p1181):a6(A,f):-0.583266392581278 
data(p1181):a7(A,f):0.3149826345483536 
data(p1181):a8(A,f):0.016009131444658785 
data(p1181):a9(A,f):0.22809685813032157 
data(p1181):a10(A,f):1.590891130040325 
data(p1181):a11(A,f):-0.1256440987869193 
data(p1181):a12(A,f):0.025505976596504838 
data(p1181):a13(A,l):0.02781966650142982 
data(p1181):a14(A,f):0.00253092892265365 
data(p1181):a15(A,n):0.04431640844091275 
data(p1181):a16(A,f):0.0937906284526292 
data(p1181):a17(A,f):-0.05897970130497117 
data(p1181):a18(A,t):-0.16020250062126806 
data(p1181):a19(A,f):0.0 
data(p1181):a20(A,f):0.01864078380270185 
data(p1181):a21(A,f):-1.642589285670166 
data(p1181):a22(A,f):0.07842651137264603 
data(p1181):a23(A,f):0.20577703105676426 
data(p1181):a24(A,f):-0.03866477100418619 
data(p1181):a25(A,f):0.0 
data(p1181):a26(A,f):-0.013712796217478854 
data(p1181):a27(A,t):-0.4964827932709316 
data(p1181):a28(A,f):0.0 
data(p1181):a29(A,f):0.0004229011601465278 
data(p1181):a30(A,f):0.05210243456519106 
data(p1181):a31(A,f):-0.04984489932883316 
data(p1181):a32(A,f):0.13649090384506862 
data(p1181):a33(A,t):-2.568026382497916 
data(p1181):a34(A,t):-0.08976938171976943 
data(p1181):a35(A,t):0.3277634876592355 
data(p1181):a36(A,t):-0.2099548978241211 
data(p3130):a1(A,f):-0.16498682784013505 
data(p3130):a2(A,f):-0.04160869540448578 
data(p3130):a3(A,f):0.06559547172526042 
data(p3130):a4(A,f):0.23149414523507122 
data(p3130):a5(A,t):0.2080193299118715 
data(p3130):a6(A,t):0.3562988677615743 
data(p3130):a7(A,t):-0.8142124339094076 
data(p3130):a8(A,t):-0.027155756243588212 
data(p3130):a9(A,t):-0.2897362494789611 
data(p3130):a10(A,f):1.645287117391003 
data(p3130):a11(A,f):-0.07345251137120012 
data(p3130):a12(A,f):0.022250780930874993 
data(p3130):a13(A,l):-0.05514244511081483 
data(p3130):a14(A,f):0.002714455445163707 
data(p3130):a15(A,n):0.026278058290954323 
data(p3130):a16(A,f):0.10024964212121763 
data(p3130):a17(A,f):-0.053804298443201316 
data(p3130):a18(A,t):0.025348051163662528 
data(p3130):a19(A,f):0.0 
data(p3130):a20(A,f):-0.007203169758336507 
data(p3130):a21(A,f):-1.590914222265093 
data(p3130):a22(A,f):0.06551308106636211 
data(p3130):a23(A,f):0.15586839691185922 
data(p3130):a24(A,f):-0.03377063541510044 
data(p3130):a25(A,f):0.0 
data(p3130):a26(A,f):-0.07738607257151167 
data(p3130):a27(A,t):-0.4260840680676637 
data(p3130):a28(A,f):0.0 
data(p3130):a29(A,f):0.0004229011601465278 
data(p3130):a30(A,f):0.05145781595344147 
data(p3130):a31(A,f):-0.00850945170481428 
data(p3130):a32(A,f):0.1266422162122199 
data(p3130):a33(A,t):-3.235547310107118 
data(p3130):a34(A,f):0.5237622722097842 
data(p3130):a35(A,t):0.1888400217952655 
data(p3130):a36(A,t):-0.19817417617652916 
data(p1138):a1(A,f):-0.19593160620509603 
data(p1138):a2(A,f):-0.06265892670455486 
data(p1138):a3(A,f):0.06799305097945368 
data(p1138):a4(A,f):0.24577625801073946 
data(p1138):a5(A,f):-0.1426064407245128 
data(p1138):a6(A,t):0.4068433540796259 
data(p1138):a7(A,f):0.3347801531199368 
data(p1138):a8(A,f):0.027295229945060055 
data(p1138):a9(A,t):-0.2937946295936668 
data(p1138):a10(A,f):1.7093873238665485 
data(p1138):a11(A,f):-0.3625708155629791 
data(p1138):a12(A,f):0.05205011752471112 
data(p1138):a13(A,g):0.22471868078032506 
data(p1138):a14(A,f):0.002714455445163707 
data(p1138):a15(A,n):0.05272359708026901 
data(p1138):a16(A,f):0.10407792331049595 
data(p1138):a17(A,f):-0.054758003043605424 
data(p1138):a18(A,t):-0.13829459650366674 
data(p1138):a19(A,f):0.0 
data(p1138):a20(A,f):-0.004955316601686827 
data(p1138):a21(A,f):-1.6371006468349645 
data(p1138):a22(A,t):-0.08500063645324699 
data(p1138):a23(A,f):0.15498725178436057 
data(p1138):a24(A,f):0.1507130220378123 
data(p1138):a25(A,f):0.0 
data(p1138):a26(A,f):-0.17582657655420877 
data(p1138):a27(A,f):0.06620445486377143 
data(p1138):a28(A,f):0.0 
data(p1138):a29(A,f):0.0004229011601465278 
data(p1138):a30(A,f):0.04324130661511811 
data(p1138):a31(A,f):-0.019534482744190593 
data(p1138):a32(A,f):0.13856440892045455 
data(p1138):a33(A,t):-3.152597924795543 
data(p1138):a34(A,t):-0.2369787423253696 
data(p1138):a35(A,t):0.24338399945020964 
data(p1138):a36(A,n):-0.05343069593737601 
data(p64):a1(A,f):-0.3096360525377119 
data(p64):a2(A,f):-0.042551599631926416 
data(p64):a3(A,f):0.0694066424644358 
data(p64):a4(A,f):0.2160055825104933 
data(p64):a5(A,f):0.09331631124823876 
data(p64):a6(A,f):-0.7710020119929745 
data(p64):a7(A,f):0.16654408365580567 
data(p64):a8(A,f):0.04204264888961117 
data(p64):a9(A,f):0.21013177267941838 
data(p64):a10(A,f):2.119251779464844 
data(p64):a11(A,f):-0.1574072056654086 
data(p64):a12(A,f):-0.011533065391660028 
data(p64):a13(A,l):0.08815409882107257 
data(p64):a14(A,f):0.002951130963949971 
data(p64):a15(A,n):0.06418573007876807 
data(p64):a16(A,f):0.10010679785924903 
data(p64):a17(A,f):-0.05857851411832226 
data(p64):a18(A,f):0.5860130127549467 
data(p64):a19(A,f):0.0 
data(p64):a20(A,f):0.13643774699451103 
data(p64):a21(A,f):-1.379233813249619 
data(p64):a22(A,f):0.05356582382622861 
data(p64):a23(A,f):0.20833902951879538 
data(p64):a24(A,t):-0.05274812791139519 
data(p64):a25(A,f):0.0 
data(p64):a26(A,t):-0.08592532545993428 
data(p64):a27(A,f):0.06633284667615628 
data(p64):a28(A,f):0.0 
data(p64):a29(A,f):0.0004229011601465278 
data(p64):a30(A,f):0.062025868703700485 
data(p64):a31(A,f):-0.2065393458492991 
data(p64):a32(A,f):0.19223471810696635 
data(p64):a33(A,f):1.5146770884593097 
data(p64):a34(A,t):-0.07643559497521753 
data(p64):a35(A,t):0.5054396251938701 
data(p64):a36(A,n):-0.01713633332950985 
data(p710):a1(A,f):-0.28992487351848273 
data(p710):a2(A,f):-0.05546812901447689 
data(p710):a3(A,f):0.06942210475336483 
data(p710):a4(A,f):0.20459691577813896 
data(p710):a5(A,t):0.2976910810271573 
data(p710):a6(A,f):-1.0500702569784008 
data(p710):a7(A,f):0.46711088968721204 
data(p710):a8(A,f):0.04341481511676145 
data(p710):a9(A,f):0.32318001790691014 
data(p710):a10(A,f):1.5339343066993627 
data(p710):a11(A,f):0.20101517313728812 
data(p710):a12(A,f):-0.028089572494474857 
data(p710):a13(A,l):-0.005393184856494453 
data(p710):a14(A,f):0.002999623492973556 
data(p710):a15(A,n):0.015298039817512644 
data(p710):a16(A,f):0.0951050815461952 
data(p710):a17(A,f):-0.053707220745110626 
data(p710):a18(A,f):0.5152692993576057 
data(p710):a19(A,f):0.0 
data(p710):a20(A,f):0.157161918190667 
data(p710):a21(A,t):2.533481133195612 
data(p710):a22(A,f):0.05418928686754654 
data(p710):a23(A,f):0.20329926087061365 
data(p710):a24(A,f):0.06613796010650248 
data(p710):a25(A,f):0.0 
data(p710):a26(A,t):-0.03810159614341821 
data(p710):a27(A,f):0.07917268683755954 
data(p710):a28(A,f):0.0 
data(p710):a29(A,f):0.0004229011601465278 
data(p710):a30(A,f):0.06748659397233932 
data(p710):a31(A,f):-0.23155974778142832 
data(p710):a32(A,f):0.17207333931675553 
data(p710):a33(A,f):0.9900915974471949 
data(p710):a34(A,f):0.3521728958446938 
data(p710):a35(A,t):0.4612897711828856 
data(p710):a36(A,n):0.07542892862232722 
data(p264):a1(A,t):0.6101433867695139 
data(p264):a2(A,f):-0.0695747680386561 
data(p264):a3(A,f):0.07294163923741719 
data(p264):a4(A,f):0.2264337522428523 
data(p264):a5(A,f):-0.10709220807895903 
data(p264):a6(A,t):0.647232850188492 
data(p264):a7(A,f):0.10421059756083514 
data(p264):a8(A,f):0.04232798304992732 
data(p264):a9(A,f):0.10162982414339304 
data(p264):a10(A,f):2.1887273019655047 
data(p264):a11(A,t):0.25644904016664194 
data(p264):a12(A,f):-0.08948776005559307 
data(p264):a13(A,l):-0.09885816226148947 
data(p264):a14(A,f):0.00654061181255133 
data(p264):a15(A,n):0.020401918094650744 
data(p264):a16(A,f):0.09784348559219194 
data(p264):a17(A,f):-0.22475973491096324 
data(p264):a18(A,t):-0.2463446575037298 
data(p264):a19(A,f):0.0 
data(p264):a20(A,f):-0.05207840092414693 
data(p264):a21(A,f):-1.3255378793887969 
data(p264):a22(A,f):0.03304313478385121 
data(p264):a23(A,t):-1.4520823946266708 
data(p264):a24(A,f):0.0646252422595131 
data(p264):a25(A,f):0.0 
data(p264):a26(A,t):-0.0031882199314354725 
data(p264):a27(A,f):0.062232404134972136 
data(p264):a28(A,f):0.0 
data(p264):a29(A,f):0.0004229011601465278 
data(p264):a30(A,f):0.0363066951366286 
data(p264):a31(A,t):0.23094293124606954 
data(p264):a32(A,f):0.1951801888453893 
data(p264):a33(A,f):2.1732031313007947 
data(p264):a34(A,t):-0.029586590103553932 
data(p264):a35(A,t):0.23082241545308468 
data(p264):a36(A,n):0.06720942472443144 
data(p1391):a1(A,f):-0.20599298733896523 
data(p1391):a2(A,f):-0.030520471745687 
data(p1391):a3(A,f):0.07012464828726817 
data(p1391):a4(A,f):0.20711338606570143 
data(p1391):a5(A,f):-0.27934204713294347 
data(p1391):a6(A,t):0.5241967069510407 
data(p1391):a7(A,f):0.2278144496725291 
data(p1391):a8(A,f):0.06418656762665757 
data(p1391):a9(A,f):0.28918987286736847 
data(p1391):a10(A,t):-3.6002529423869087 
data(p1391):a11(A,f):-0.06420087195298604 
data(p1391):a12(A,f):-0.016022969796067196 
data(p1391):a13(A,l):-0.02882894485628048 
data(p1391):a14(A,f):0.0030156983144611527 
data(p1391):a15(A,n):0.05744607315901015 
data(p1391):a16(A,f):0.09457563894357046 
data(p1391):a17(A,f):-0.05482653620224316 
data(p1391):a18(A,t):-0.08295085820500754 
data(p1391):a19(A,f):0.0 
data(p1391):a20(A,f):0.04157694000794459 
data(p1391):a21(A,f):-1.8620405613612443 
data(p1391):a22(A,f):0.03735766774803616 
data(p1391):a23(A,f):0.16540918707266333 
data(p1391):a24(A,f):-0.05630263739051313 
data(p1391):a25(A,f):0.0 
data(p1391):a26(A,f):-0.08265925167678378 
data(p1391):a27(A,f):0.06441205068250659 
data(p1391):a28(A,f):0.0 
data(p1391):a29(A,f):0.00031856310424634393 
data(p1391):a30(A,f):0.039163346280795715 
data(p1391):a31(A,f):-0.03125690628130292 
data(p1391):a32(A,f):0.1612224744950166 
data(p1391):a33(A,f):1.361538460022569 
data(p1391):a34(A,f):0.34716354592980814 
data(p1391):a35(A,t):0.28583677224459003 
data(p1391):a36(A,n):-0.008317573527833105 
data(p2663):a1(A,f):-0.22949998020958354 
data(p2663):a2(A,f):-0.040848465305095435 
data(p2663):a3(A,f):0.05409181668457329 
data(p2663):a4(A,t):-0.5955503249371498 
data(p2663):a5(A,t):0.3717123801052628 
data(p2663):a6(A,f):-0.5523926269276186 
data(p2663):a7(A,t):-0.6331017247204206 
data(p2663):a8(A,t):-0.027155756243588212 
data(p2663):a9(A,t):-0.24233439207335378 
data(p2663):a10(A,t):-2.479705738394765 
data(p2663):a11(A,f):-0.05928368254467363 
data(p2663):a12(A,f):-0.005601736344554926 
data(p2663):a13(A,g):-0.07008678126576144 
data(p2663):a14(A,f):0.0023617368689712193 
data(p2663):a15(A,n):0.04314287040297649 
data(p2663):a16(A,f):0.0779460381254477 
data(p2663):a17(A,f):-0.05879504299763844 
data(p2663):a18(A,t):-0.01197743065079558 
data(p2663):a19(A,f):0.0 
data(p2663):a20(A,f):0.008281134511186863 
data(p2663):a21(A,f):-2.01693162922241 
data(p2663):a22(A,f):0.04900559276981641 
data(p2663):a23(A,f):0.1672379013101181 
data(p2663):a24(A,f):-0.04867115507763431 
data(p2663):a25(A,f):0.0 
data(p2663):a26(A,f):0.19171907884117043 
data(p2663):a27(A,f):0.06463154348502109 
data(p2663):a28(A,f):0.0 
data(p2663):a29(A,f):0.00031856310424634393 
data(p2663):a30(A,f):0.04708692463957717 
data(p2663):a31(A,f):-0.07620922036044091 
data(p2663):a32(A,f):0.10750651213087359 
data(p2663):a33(A,t):-2.181078223516271 
data(p2663):a34(A,f):0.3998776650747695 
data(p2663):a35(A,t):0.216824301278286 
data(p2663):a36(A,t):-0.226872385171002 
data(p862):a1(A,f):-0.3447257694208291 
data(p862):a2(A,f):-0.02776713851100113 
data(p862):a3(A,f):0.06499767329046913 
data(p862):a4(A,f):0.17183439631204156 
data(p862):a5(A,t):0.16352116731418864 
data(p862):a6(A,t):0.6352027803463807 
data(p862):a7(A,t):-0.24567504928315503 
data(p862):a8(A,f):0.05329725993166825 
data(p862):a9(A,f):0.1211215080206617 
data(p862):a10(A,t):-2.421292459543144 
data(p862):a11(A,t):0.16242962185959559 
data(p862):a12(A,f):0.01984070768883424 
data(p862):a13(A,g):0.4051362909404223 
data(p862):a14(A,f):0.0033251720569262276 
data(p862):a15(A,n):0.09347664619097579 
data(p862):a16(A,f):0.08792732223462837 
data(p862):a17(A,f):-0.046381739724542674 
data(p862):a18(A,t):-0.028502177530423136 
data(p862):a19(A,f):0.0 
data(p862):a20(A,f):-0.00396494171023969 
data(p862):a21(A,t):3.2604961350224517 
data(p862):a22(A,f):0.03008314540920422 
data(p862):a23(A,f):0.14451044572124613 
data(p862):a24(A,f):0.06672517619221209 
data(p862):a25(A,f):0.0 
data(p862):a26(A,t):-0.0009364244355874798 
data(p862):a27(A,f):0.049187766413180636 
data(p862):a28(A,f):0.0 
data(p862):a29(A,f):0.00031856310424634393 
data(p862):a30(A,f):0.03175942589896806 
data(p862):a31(A,f):-0.02481853573958942 
data(p862):a32(A,f):0.14879641537943666 
data(p862):a33(A,f):1.6530642444188532 
data(p862):a34(A,t):-0.03832226997670354 
data(p862):a35(A,t):0.16393112475264843 
data(p862):a36(A,n):0.07369593326253863 
data(p2199):a1(A,f):-0.19494158136790254 
data(p2199):a2(A,t):0.4336826274811321 
