data(p140):handicapped_infants(A,y):0.2116940106905232 
data(p175):budget_resolution(A,y):1.033170855217122 
data(p175):physician_fee_freeze(A,n):1.6399579054726432 
data(p175):el_salvador_aid(A,n):-0.3226001521300871 
data(p175):religious_groups_in_schools(A,n):-0.2920877847889192 
data(p175):anti_satellite_test_ban(A,y):-0.1862268909405914 
data(p175):aid_to_nicaraguan_contras(A,y):0.4094923316940241 
data(p175):mx_missile(A,y):1.705535439028244 
data(p175):immigration(A,n):0.6503421230812465 
data(p175):synfuels_corporation_cutback(A,n):-1.2748994765057515 
data(p175):education_spending(A,n):1.16795854795194 
data(p175):superfund_right_to_sue(A,n):0.4298474768642691 
data(p175):crime(A,n):0.2316895977635152 
data(p175):duty_free_exports(A,y):0.11819145606065692 
data(p259):handicapped_infants(A,n):0.4728705852067466 
data(p259):water_project_cost_sharing(A,n):-0.1827423392917261 
data(p259):budget_resolution(A,y):0.9881484397256155 
data(p259):physician_fee_freeze(A,n):1.3854529753111058 
data(p259):el_salvador_aid(A,n):-0.31706768164493093 
data(p259):religious_groups_in_schools(A,n):-0.2842968058592169 
data(p259):anti_satellite_test_ban(A,y):-0.18650171006246366 
data(p259):aid_to_nicaraguan_contras(A,y):0.4087022697217801 
data(p259):mx_missile(A,y):1.742667198387851 
data(p259):immigration(A,n):0.5810920128413035 
data(p259):synfuels_corporation_cutback(A,y):0.21329198207927771 
data(p259):education_spending(A,n):1.1933928264321672 
data(p259):superfund_right_to_sue(A,n):0.4395783476667993 
data(p259):crime(A,n):0.15718422936834797 
data(p259):duty_free_exports(A,y):0.1130244950805846 
data(p259):export_administration_act_south_africa(A,y):-0.3872059073661929 
data(p103):handicapped_infants(A,y):0.27766751440013004 
data(p103):water_project_cost_sharing(A,n):-0.15925535417904294 
data(p103):budget_resolution(A,y):1.108002598023288 
data(p103):physician_fee_freeze(A,n):1.3117638333219428 
data(p103):el_salvador_aid(A,y):-0.10287399494224583 
data(p103):religious_groups_in_schools(A,y):0.2395511424248639 
data(p103):anti_satellite_test_ban(A,y):-0.19831571134917395 
data(p103):aid_to_nicaraguan_contras(A,n):2.161465186409563 
data(p103):immigration(A,n):0.6117198066284928 
data(p103):synfuels_corporation_cutback(A,y):0.2369630285294392 
data(p103):education_spending(A,n):1.3049377044694095 
data(p103):superfund_right_to_sue(A,y):-0.1793662260628505 
data(p103):crime(A,y):0.0541677536312877 
data(p103):duty_free_exports(A,y):0.15541741371301374 
data(p40):handicapped_infants(A,y):0.09594039622510597 
data(p40):water_project_cost_sharing(A,n):-0.17472534954068156 
data(p40):budget_resolution(A,y):1.0930230306239364 
data(p40):physician_fee_freeze(A,n):1.4516051890800215 
data(p40):el_salvador_aid(A,n):-0.3156937387871152 
data(p40):religious_groups_in_schools(A,n):-0.2842968058592169 
data(p40):anti_satellite_test_ban(A,y):-0.16565584697651978 
data(p40):aid_to_nicaraguan_contras(A,y):0.4036130306436024 
data(p40):mx_missile(A,y):1.7371567689448655 
data(p40):immigration(A,y):-0.8403150917777359 
data(p40):synfuels_corporation_cutback(A,y):0.15215301917125698 
data(p40):education_spending(A,n):1.185281089584527 
data(p40):superfund_right_to_sue(A,y):-0.148882990120859 
data(p40):crime(A,n):0.15705210380245724 
data(p40):duty_free_exports(A,y):0.15284983560840085 
data(p40):export_administration_act_south_africa(A,y):-0.384258478777672 
data(p307):handicapped_infants(A,n):0.4903268306407184 
data(p307):water_project_cost_sharing(A,n):-0.10011742550023522 
data(p307):budget_resolution(A,n):-0.9950204039213277 
data(p307):physician_fee_freeze(A,y):-4.737194262453752 
data(p307):el_salvador_aid(A,y):-0.2040834197207329 
data(p307):religious_groups_in_schools(A,y):0.19550730477721076 
data(p307):anti_satellite_test_ban(A,n):-0.304245866757893 
data(p307):aid_to_nicaraguan_contras(A,n):2.2912521402501786 
data(p307):mx_missile(A,n):0.11737565376833214 
data(p307):immigration(A,n):0.6393168113251255 
data(p307):synfuels_corporation_cutback(A,n):-1.2438448931460095 
data(p307):education_spending(A,y):0.8875370208418577 
data(p307):superfund_right_to_sue(A,y):-0.11219747072745255 
data(p307):crime(A,y):0.06110739199597015 
data(p307):duty_free_exports(A,n):-0.3374428063943087 
data(p307):export_administration_act_south_africa(A,n):-0.0013522874087858322 
data(p373):handicapped_infants(A,n):0.4653928033038917 
data(p373):water_project_cost_sharing(A,y):2.060599080618726 
data(p373):budget_resolution(A,y):1.644351664860995 
data(p373):physician_fee_freeze(A,y):-4.448423266120467 
data(p373):el_salvador_aid(A,y):-0.1200734150558046 
data(p373):religious_groups_in_schools(A,y):0.22222146007557395 
data(p373):anti_satellite_test_ban(A,n):-0.18713513269795032 
data(p373):aid_to_nicaraguan_contras(A,n):2.2270674700141773 
data(p373):mx_missile(A,n):0.11174714558495849 
data(p373):immigration(A,n):0.747405110540644 
data(p373):synfuels_corporation_cutback(A,y):0.9643719803074082 
data(p373):education_spending(A,y):0.8848480415802051 
data(p373):crime(A,y):0.060589329109814315 
data(p373):duty_free_exports(A,n):-0.2571637734003801 
data(p373):export_administration_act_south_africa(A,n):-0.009700966600610508 
data(p433):handicapped_infants(A,n):0.4582274405295916 
data(p433):budget_resolution(A,n):-1.2081185179251763 
data(p433):physician_fee_freeze(A,y):-4.6938109060266 
data(p433):el_salvador_aid(A,y):-0.15220813566716165 
data(p433):religious_groups_in_schools(A,y):0.19550730477721076 
data(p433):anti_satellite_test_ban(A,n):-0.2977249977544911 
data(p433):aid_to_nicaraguan_contras(A,n):2.2218818039760047 
data(p433):mx_missile(A,n):0.10201632951361038 
data(p433):immigration(A,n):0.7204730408090297 
data(p433):synfuels_corporation_cutback(A,y):0.7431463496340995 
data(p433):education_spending(A,y):0.8704927961916492 
data(p433):superfund_right_to_sue(A,y):-0.241320619898183 
data(p433):crime(A,y):0.06110739199597015 
data(p433):duty_free_exports(A,n):-0.2946585059872483 
data(p433):export_administration_act_south_africa(A,y):-0.5971407305849276 
data(p384):handicapped_infants(A,y):0.08220790902593186 
data(p384):water_project_cost_sharing(A,y):1.7534540726005454 
data(p384):budget_resolution(A,y):1.1181242510418665 
data(p384):physician_fee_freeze(A,n):1.4094865586272098 
data(p384):el_salvador_aid(A,y):-0.10792914367880341 
data(p384):religious_groups_in_schools(A,y):0.27103839947082337 
data(p384):anti_satellite_test_ban(A,n):-0.26489612146874364 
data(p384):aid_to_nicaraguan_contras(A,y):0.4094923316940241 
data(p384):mx_missile(A,y):1.6766270761413578 
data(p384):immigration(A,y):-0.9262440700761922 
data(p384):synfuels_corporation_cutback(A,y):0.2473254848908291 
data(p384):education_spending(A,n):1.1758006575341222 
data(p384):superfund_right_to_sue(A,n):0.4027246336608748 
data(p384):crime(A,n):0.11157753212515115 
data(p384):duty_free_exports(A,n):-0.46279313375797604 
data(p384):export_administration_act_south_africa(A,y):-0.40889207069221584 
data(p99):handicapped_infants(A,y):0.07349967365509127 
data(p99):water_project_cost_sharing(A,y):1.7343199221210324 
data(p99):budget_resolution(A,y):1.1009299898050156 
data(p99):physician_fee_freeze(A,n):1.7023355938460778 
data(p99):el_salvador_aid(A,n):-0.3324854794339858 
data(p99):religious_groups_in_schools(A,y):0.27103839947082337 
data(p99):anti_satellite_test_ban(A,y):-0.1991424318200121 
data(p99):aid_to_nicaraguan_contras(A,y):0.4094923316940241 
data(p99):mx_missile(A,y):1.6415326500900054 
data(p99):immigration(A,y):-0.8920333017041193 
data(p99):synfuels_corporation_cutback(A,n):-1.280389576645107 
data(p99):education_spending(A,n):1.1413288655212133 
data(p99):superfund_right_to_sue(A,n):0.39363322244802185 
data(p99):crime(A,n):0.21447286598274926 
data(p99):duty_free_exports(A,n):-0.5301398923908636 
data(p99):export_administration_act_south_africa(A,y):-0.4019693068240829 
data(p198):handicapped_infants(A,n):0.5652286842969864 
data(p198):budget_resolution(A,y):1.404779467771097 
data(p198):physician_fee_freeze(A,y):-5.0442493980691765 
data(p198):el_salvador_aid(A,y):-0.13750587511675377 
data(p198):religious_groups_in_schools(A,y):0.2611318339594259 
data(p198):anti_satellite_test_ban(A,n):-0.18700537085350502 
data(p198):aid_to_nicaraguan_contras(A,n):2.2010489585654325 
data(p198):mx_missile(A,n):0.14554985818083374 
data(p198):immigration(A,y):-0.8327135197883634 
data(p198):synfuels_corporation_cutback(A,n):-1.3196650510106058 
data(p198):education_spending(A,n):1.3629233122582878 
data(p198):superfund_right_to_sue(A,n):0.4709562475699846 
data(p198):crime(A,y):0.021973200205942588 
data(p198):duty_free_exports(A,n):-0.35359602323075257 
data(p198):export_administration_act_south_africa(A,y):-0.5307726274613748 
data(p304):handicapped_infants(A,n):0.4903268306407184 
data(p304):water_project_cost_sharing(A,n):-0.10011742550023522 
data(p304):budget_resolution(A,n):-0.9950204039213277 
data(p304):physician_fee_freeze(A,y):-4.737194262453752 
data(p304):el_salvador_aid(A,y):-0.2040834197207329 
data(p304):religious_groups_in_schools(A,y):0.19550730477721076 
data(p304):anti_satellite_test_ban(A,n):-0.304245866757893 
data(p304):aid_to_nicaraguan_contras(A,n):2.2912521402501786 
data(p304):mx_missile(A,n):0.11737565376833214 
data(p304):immigration(A,n):0.6393168113251255 
data(p304):synfuels_corporation_cutback(A,n):-1.2438448931460095 
data(p304):education_spending(A,y):0.8875370208418577 
data(p304):superfund_right_to_sue(A,y):-0.11219747072745255 
data(p304):crime(A,y):0.06110739199597015 
data(p304):duty_free_exports(A,n):-0.3374428063943087 
data(p304):export_administration_act_south_africa(A,n):-0.0013522874087858322 
data(p325):handicapped_infants(A,n):0.4515878265372025 
data(p325):water_project_cost_sharing(A,y):1.9580558076681944 
data(p325):budget_resolution(A,n):-1.2561753046088118 
data(p325):physician_fee_freeze(A,y):-4.487869352959352 
data(p325):el_salvador_aid(A,y):-0.15220813566716165 
data(p325):religious_groups_in_schools(A,y):0.20464388860477015 
data(p325):anti_satellite_test_ban(A,n):-0.2977249977544911 
data(p325):aid_to_nicaraguan_contras(A,n):2.229179520388602 
data(p325):mx_missile(A,n):0.10201632951361038 
data(p325):immigration(A,n):0.7447327587713625 
data(p325):synfuels_corporation_cutback(A,y):0.7868565177909597 
data(p325):education_spending(A,y):0.8721812174103847 
data(p325):superfund_right_to_sue(A,y):-0.2239517993885164 
data(p325):crime(A,y):0.07363422010117832 
data(p325):duty_free_exports(A,n):-0.2653283433607092 
data(p325):export_administration_act_south_africa(A,n):0.0016344521661948996 
data(p348):handicapped_infants(A,y):0.14536056149832458 
data(p348):water_project_cost_sharing(A,n):-0.10011742550023522 
data(p348):budget_resolution(A,n):-1.0346265684653144 
data(p348):physician_fee_freeze(A,y):-4.770560895020569 
data(p348):el_salvador_aid(A,y):-0.18419551290875263 
data(p348):religious_groups_in_schools(A,y):0.2282685778288082 
data(p348):anti_satellite_test_ban(A,n):-0.3039948411444108 
data(p348):aid_to_nicaraguan_contras(A,n):2.2210909905783938 
data(p348):mx_missile(A,n):0.1471803831532648 
data(p348):immigration(A,y):-0.8711144208268821 
data(p348):synfuels_corporation_cutback(A,n):-1.2125595588241682 
data(p348):education_spending(A,y):0.9190158175152133 
data(p348):superfund_right_to_sue(A,y):-0.05991997128407057 
data(p348):crime(A,y):0.04348447895326273 
data(p348):duty_free_exports(A,n):-0.38764373138076635 
data(p348):export_administration_act_south_africa(A,n):0.02258914115809789 
data(p315):handicapped_infants(A,n):0.43432721915322814 
data(p315):water_project_cost_sharing(A,y):1.8825908927298356 
data(p315):budget_resolution(A,n):-1.1611853010128266 
data(p315):physician_fee_freeze(A,y):-4.735104446653543 
data(p315):el_salvador_aid(A,y):-0.15220813566716165 
data(p315):religious_groups_in_schools(A,y):0.20464388860477015 
data(p315):anti_satellite_test_ban(A,y):-0.15234820825904397 
data(p315):aid_to_nicaraguan_contras(A,y):0.4301408497190851 
data(p315):mx_missile(A,n):0.10201632951361038 
data(p315):immigration(A,n):0.6795388184969445 
data(p315):synfuels_corporation_cutback(A,y):0.6921735254051335 
data(p315):education_spending(A,y):0.8610761875669705 
data(p315):superfund_right_to_sue(A,y):-0.23329862735162007 
data(p315):crime(A,y):0.07363422010117832 
data(p315):duty_free_exports(A,y):0.2341684526375602 
data(p315):export_administration_act_south_africa(A,y):-0.6212078396253352 
data(p128):handicapped_infants(A,n):0.5316458347310522 
data(p128):budget_resolution(A,y):1.0259258051221833 
data(p128):physician_fee_freeze(A,n):1.4629245062407983 
data(p128):el_salvador_aid(A,n):-0.3278014556527328 
data(p128):religious_groups_in_schools(A,n):-0.2842968058592169 
data(p128):anti_satellite_test_ban(A,y):-0.18445149562981814 
data(p128):aid_to_nicaraguan_contras(A,y):0.4145815707722019 
data(p128):mx_missile(A,y):1.7463572389099695 
data(p128):immigration(A,y):-0.7825304726054463 
data(p128):synfuels_corporation_cutback(A,y):0.18263532525189982 
data(p128):education_spending(A,n):1.2202353348736186 
data(p128):superfund_right_to_sue(A,n):0.39929118791632573 
data(p128):crime(A,y):0.021973200205942588 
data(p128):duty_free_exports(A,y):0.14720675958507315 
data(p128):export_administration_act_south_africa(A,y):-0.3839183122844558 
data(p83):handicapped_infants(A,n):0.5514237075302973 
data(p83):water_project_cost_sharing(A,n):-0.10011742550023522 
data(p83):budget_resolution(A,n):-1.0344282572276646 
data(p83):physician_fee_freeze(A,y):-4.892254997088191 
data(p83):el_salvador_aid(A,y):-0.19384554590917438 
data(p83):religious_groups_in_schools(A,y):0.2282685778288082 
data(p83):anti_satellite_test_ban(A,n):-0.2975952359100459 
data(p83):aid_to_nicaraguan_contras(A,n):2.1890059879411394 
data(p83):mx_missile(A,n):0.1383589590864847 
data(p83):immigration(A,y):-0.7827715754101295 
data(p83):synfuels_corporation_cutback(A,n):-1.1962761918254359 
data(p83):education_spending(A,y):0.9168257359575565 
data(p83):superfund_right_to_sue(A,y):-0.0667770774975108 
data(p83):crime(A,y):0.04716411315988375 
data(p83):duty_free_exports(A,n):-0.36137477491513037 
data(p83):export_administration_act_south_africa(A,y):-0.532648215639814 
data(p398):handicapped_infants(A,y):0.2539925605542099 
data(p398):water_project_cost_sharing(A,y):1.7805865917492547 
data(p398):budget_resolution(A,n):-1.1056678586791 
data(p398):physician_fee_freeze(A,n):1.462291164046174 
data(p398):el_salvador_aid(A,y):-0.13621590739266037 
data(p398):anti_satellite_test_ban(A,n):-0.3245620366869505 
data(p398):aid_to_nicaraguan_contras(A,n):2.2048310635605444 
data(p398):mx_missile(A,n):0.13171477506353504 
data(p398):immigration(A,n):0.7623890366135037 
data(p398):synfuels_corporation_cutback(A,y):0.3160795396427716 
data(p398):education_spending(A,n):1.4561111168518284 
data(p398):superfund_right_to_sue(A,y):-0.23312034068031703 
data(p398):crime(A,y):0.06669458173649587 
data(p398):duty_free_exports(A,n):-0.33202238056570643 
data(p398):export_administration_act_south_africa(A,y):-0.4450337108468102 
data(p312):handicapped_infants(A,n):0.5743255388532444 
data(p312):water_project_cost_sharing(A,n):-0.1678540164445633 
data(p312):budget_resolution(A,y):1.1831197532091184 
data(p312):physician_fee_freeze(A,n):1.7362782681716962 
data(p312):el_salvador_aid(A,n):-0.3145226503958688 
data(p312):religious_groups_in_schools(A,y):0.2619018156432639 
data(p312):anti_satellite_test_ban(A,y):-0.17045894227978173 
data(p312):aid_to_nicaraguan_contras(A,y):0.4087022697217801 
data(p312):mx_missile(A,y):1.6961725971024129 
data(p312):immigration(A,y):-0.7356782873735889 
data(p312):synfuels_corporation_cutback(A,n):-1.2189295453960527 
data(p312):education_spending(A,n):1.2181626201867954 
data(p312):superfund_right_to_sue(A,y):-0.05015403304222436 
data(p312):crime(A,n):0.21460499154864 
data(p312):duty_free_exports(A,n):-0.5445290767745403 
data(p312):export_administration_act_south_africa(A,y):-0.37984175400654546 
data(p28):handicapped_infants(A,y):0.210088751151317 
data(p28):water_project_cost_sharing(A,y):1.722088077462775 
data(p28):budget_resolution(A,y):1.0020150759408144 
data(p28):physician_fee_freeze(A,n):1.32705566776607 
data(p28):el_salvador_aid(A,n):-0.33012914531503307 
data(p28):religious_groups_in_schools(A,n):-0.28689280420602253 
data(p28):anti_satellite_test_ban(A,y):-0.1900033990948823 
data(p28):aid_to_nicaraguan_contras(A,y):0.4094923316940241 
data(p28):mx_missile(A,y):1.7134990039366718 
data(p28):immigration(A,n):0.6799207093710772 
data(p28):synfuels_corporation_cutback(A,y):0.24585583660076096 
data(p28):education_spending(A,n):1.1596281486610607 
data(p28):superfund_right_to_sue(A,n):0.42583589457471666 
data(p28):crime(A,n):0.15705210380245724 
data(p28):duty_free_exports(A,y):0.10198213483331522 
data(p28):export_administration_act_south_africa(A,y):-0.412179665773953 
data(p90):handicapped_infants(A,n):0.5546652563347352 
