data(p87):a1(A,1):-0.29557053869733513 
data(p109):a24(A,2):0.3412989755104027 
data(p109):a25(A,2):-0.025474223631715986 
data(p109):a26(A,1):0.015402655334987721 
data(p109):a27(A,0):0.1836695007482715 
data(p109):a28(A,0):-0.08454596930040707 
data(p109):a29(A,0):-0.17931411562049943 
data(p109):a30(A,0):-0.13325556162494764 
data(p109):a31(A,0):0.392403560808977 
data(p109):a32(A,1):0.34702046928021685 
data(p109):a33(A,1):-0.005843628421875538 
data(p109):a34(A,2):-0.07420062443480664 
data(p109):a35(A,2):-0.43120832140227766 
data(p109):a36(A,2):-0.330268782413945 
data(p109):a37(A,2):0.12051391668093037 
data(p109):a38(A,3):0.49445476634048946 
data(p109):a39(A,3):0.2680823854403127 
data(p109):a40(A,2):-0.20557197958126605 
data(p109):a41(A,2):0.2960569862831253 
data(p109):a42(A,2):0.1471618881264413 
data(p109):a43(A,2):0.17799118023385138 
data(p109):a44(A,2):0.3519681037310386 
data(p109):a45(A,2):0.030392954150952608 
data(p109):a46(A,1):0.13875582002081704 
data(p109):a47(A,0):-0.0821901365714952 
data(p109):a48(A,0):-0.6445926865477679 
data(p109):a49(A,1):0.12628052015083865 
data(p109):a50(A,1):0.27542008660921513 
data(p109):a51(A,0):-0.9105841819697608 
data(p109):a52(A,0):-1.1588026189335334 
data(p109):a53(A,0):-0.02879249100765091 
data(p109):a54(A,3):0.0784738717778983 
data(p109):a55(A,3):-0.5503756033780668 
data(p109):a56(A,2):-0.04694044652867266 
data(p109):a57(A,3):-0.07593153882809409 
data(p109):a58(A,3):0.2722011126339264 
data(p109):a59(A,3):0.11516841052252644 
data(p109):a60(A,3):0.17329053698203553 
data(p188):a1(A,3):0.32129301430148377 
data(p188):a2(A,1):0.0639018914582584 
data(p188):a3(A,0):0.07686525665369878 
data(p188):a4(A,2):0.28989249614291823 
data(p188):a5(A,2):0.23503497587980451 
data(p188):a6(A,1):-0.1322584968032976 
data(p188):a7(A,1):0.015944231844560806 
data(p188):a8(A,2):-0.1987299663934379 
data(p188):a9(A,2):0.737921727227828 
data(p188):a10(A,2):0.6884336653243761 
data(p188):a11(A,2):0.34584499555589954 
data(p188):a12(A,2):0.5667193283919988 
data(p188):a13(A,2):0.24130778891588248 
data(p188):a14(A,2):0.3621645772350752 
data(p188):a15(A,1):0.5469157857908529 
data(p188):a16(A,1):0.015884873869648465 
data(p188):a17(A,0):0.15237504409144884 
data(p188):a18(A,0):0.2286892535418729 
data(p188):a19(A,0):0.36000375955923836 
data(p188):a20(A,0):-0.04634699723337477 
data(p188):a21(A,0):-0.7951960754762187 
data(p188):a22(A,0):0.17682087360354654 
data(p188):a23(A,0):-0.8156194082420721 
data(p188):a24(A,0):-0.31724847020065455 
data(p188):a25(A,0):0.0022425653900573373 
data(p188):a26(A,1):0.004689785015035977 
data(p188):a27(A,2):0.26268398855997177 
data(p188):a28(A,3):0.36143980536832315 
data(p188):a29(A,3):0.4012505909637947 
data(p188):a30(A,3):0.09385133591696956 
data(p188):a31(A,2):-0.33932184966702345 
data(p188):a32(A,2):-0.1157179107382072 
data(p188):a33(A,2):0.17966863532326913 
data(p188):a34(A,2):-0.11094926372180429 
data(p188):a35(A,1):0.476254302668697 
data(p188):a36(A,0):1.2320112747887109 
data(p188):a37(A,1):0.17868014585368427 
data(p188):a38(A,0):-0.2968930572319454 
data(p188):a39(A,0):-0.4517310872096756 
data(p188):a40(A,1):0.28858093865108214 
data(p188):a41(A,2):0.25778868949490596 
data(p188):a42(A,3):0.14496999393452725 
data(p188):a43(A,3):0.2636898771023339 
data(p188):a44(A,2):0.29869422618062996 
data(p188):a45(A,2):0.019893338055380138 
data(p188):a46(A,3):0.33862022054165164 
data(p188):a47(A,3):0.19122879455136915 
data(p188):a48(A,3):0.5336742146396818 
data(p188):a49(A,3):0.10617826067928374 
data(p188):a50(A,2):-0.2564052518926785 
data(p188):a51(A,2):0.9560452645339182 
data(p188):a52(A,1):-0.5639332529959008 
data(p188):a53(A,0):-0.0303746744467336 
data(p188):a54(A,0):0.25151311099409873 
data(p188):a55(A,1):0.5628601951358344 
data(p188):a56(A,2):-0.00918981030996249 
data(p188):a57(A,0):0.09830457543313667 
data(p188):a58(A,2):0.20078698366670475 
data(p188):a59(A,3):0.056998597956147326 
data(p188):a60(A,1):0.027402030275618917 
data(p131):a1(A,3):0.3915073829006543 
data(p131):a2(A,2):-0.10441935416997715 
data(p131):a3(A,1):0.05402292204076764 
data(p131):a4(A,3):0.6531717184087519 
data(p131):a5(A,3):0.2216390460533343 
data(p131):a6(A,3):0.13103151022046272 
data(p131):a7(A,3):-0.06792720350851482 
data(p131):a8(A,2):-0.23420071437106366 
data(p131):a9(A,2):0.6220493045894306 
data(p131):a10(A,3):0.5287784410764502 
data(p131):a11(A,3):0.30437769214504773 
data(p131):a12(A,3):0.5495077354339648 
data(p131):a13(A,3):0.11971344998049953 
data(p131):a14(A,3):0.07703441207786857 
data(p131):a15(A,3):-1.01121563223601 
data(p131):a16(A,3):-0.14777894494207652 
data(p131):a17(A,3):-0.19754424158717268 
data(p131):a18(A,3):-0.12242753211810414 
data(p131):a19(A,3):-0.29588481898025903 
data(p131):a20(A,2):0.006767610301829433 
data(p131):a21(A,2):0.683192703704665 
data(p131):a22(A,2):-0.08537973813545185 
data(p131):a23(A,1):-0.7796302954664246 
data(p131):a24(A,0):-0.32788194904168094 
data(p131):a25(A,0):0.011872701645767071 
data(p131):a26(A,0):0.21967277995621043 
data(p131):a27(A,0):0.034614634932244565 
data(p131):a28(A,0):-0.10979192396149244 
data(p131):a29(A,0):-0.2677545702184945 
data(p131):a30(A,0):-0.11367588062968846 
data(p131):a31(A,0):0.40606938307183954 
data(p131):a32(A,0):0.15901105654031167 
data(p131):a33(A,0):-0.08961944632210145 
data(p131):a34(A,0):0.08855581641106204 
data(p131):a35(A,0):0.3760505389267952 
data(p131):a36(A,0):1.3221734999033823 
data(p131):a37(A,1):0.1626074881479481 
data(p131):a38(A,1):-0.32351716976289546 
data(p131):a39(A,1):-0.10810898076727339 
data(p131):a40(A,0):0.42152661991554224 
data(p131):a41(A,0):-0.18838087624812036 
data(p131):a42(A,2):0.1438707278605117 
data(p131):a43(A,2):0.11390726262293137 
data(p131):a44(A,0):-0.5811178128533174 
data(p131):a45(A,2):0.03173794195907656 
data(p131):a46(A,2):0.16209477699645886 
data(p131):a47(A,0):-0.01623192099144604 
data(p131):a48(A,1):0.010994077064077309 
data(p131):a49(A,2):-0.03516382560570404 
data(p131):a50(A,3):-0.37088589215783496 
data(p131):a51(A,3):1.1310108029177717 
data(p131):a52(A,3):1.0056939356055103 
data(p131):a53(A,3):0.030381215952950173 
data(p131):a54(A,2):-0.24145846455447179 
data(p131):a55(A,3):-0.5124126111166135 
data(p131):a56(A,1):-0.16606794941680691 
data(p131):a57(A,1):0.1444161571891436 
data(p131):a58(A,3):0.251552320496035 
data(p131):a59(A,3):0.08019387474412121 
data(p131):a60(A,3):0.24798344878461753 
data(p160):a1(A,2):0.23752306255637587 
data(p160):a2(A,1):0.08950590672955804 
data(p160):a3(A,0):0.055863889717055845 
data(p160):a4(A,2):0.24077295033676593 
data(p160):a5(A,2):0.22275239439470326 
data(p160):a6(A,2):0.15323892447166598 
data(p160):a7(A,2):0.05141707630262724 
data(p160):a8(A,3):-0.365476821729759 
data(p160):a9(A,3):0.7981489430324177 
data(p160):a10(A,3):0.5984786110192997 
data(p160):a11(A,2):0.3815742717328966 
data(p160):a12(A,1):-0.447829837724141 
data(p160):a13(A,1):-0.005289630749008238 
data(p160):a14(A,1):-0.16976243907630573 
data(p160):a15(A,0):0.47905874224094 
data(p160):a16(A,1):0.03683604319360209 
data(p160):a17(A,2):0.02480731169558269 
data(p160):a18(A,2):-0.11558078879207159 
data(p160):a19(A,0):0.34702451144043056 
data(p160):a20(A,0):-0.030465296948829584 
data(p160):a21(A,0):-0.9014368551072033 
data(p160):a22(A,0):0.07290745571796188 
data(p160):a23(A,0):-0.8118346329981557 
data(p160):a24(A,0):-0.3408797225243273 
data(p160):a25(A,1):-0.009848469921503825 
data(p160):a26(A,1):0.019544315761640035 
data(p160):a27(A,2):0.27886664015207624 
data(p160):a28(A,2):0.21368108884729933 
data(p160):a29(A,3):0.4148388791363749 
data(p160):a30(A,3):0.10327893883755093 
data(p160):a31(A,3):-0.3252816231152987 
data(p160):a32(A,3):-0.2444925698390227 
data(p160):a33(A,3):0.013108774418035015 
data(p160):a34(A,3):-0.07944628244480371 
data(p160):a35(A,3):-0.4427203331017975 
data(p160):a36(A,3):-1.2950781379466476 
data(p160):a37(A,3):-0.4180208342188129 
data(p160):a38(A,3):0.3050543347899178 
data(p160):a39(A,3):0.23814688679667864 
data(p160):a40(A,3):-0.3131490099713802 
data(p160):a41(A,3):0.20874217516674834 
data(p160):a42(A,2):0.1447015525404664 
data(p160):a43(A,3):0.37148489435765847 
data(p160):a44(A,3):0.5179146755055037 
data(p160):a45(A,3):0.5926636914297844 
data(p160):a46(A,3):0.47181368910686394 
data(p160):a47(A,2):-0.15371195547458522 
data(p160):a48(A,3):0.5402897498971941 
data(p160):a49(A,3):0.134374711134739 
data(p160):a50(A,2):-0.24036346785455406 
data(p160):a51(A,3):0.9391757934210362 
data(p160):a52(A,3):0.7593567598227283 
data(p160):a53(A,3):-0.0457826324182866 
data(p160):a54(A,1):0.15178880979597945 
data(p160):a55(A,1):0.4805597944004903 
data(p160):a56(A,0):-0.032004411957468636 
data(p160):a57(A,1):0.1063272937798028 
data(p160):a58(A,1):-0.15177670037411653 
data(p160):a59(A,0):0.015020732224428237 
data(p160):a60(A,0):0.05088262876702899 
data(p117):a1(A,0):-0.42782785752804353 
data(p117):a2(A,2):-0.08413701135374059 
data(p117):a3(A,1):0.056915072214390905 
data(p117):a4(A,1):-0.3269305556501702 
data(p117):a5(A,3):0.23013858542440013 
data(p117):a6(A,3):0.0948660255297608 
data(p117):a7(A,3):-0.07436639412510442 
data(p117):a8(A,2):-0.21682601879621388 
data(p117):a9(A,2):0.6598029356402952 
data(p117):a10(A,1):-0.49078934510984706 
data(p117):a11(A,1):-0.15398895396229156 
data(p117):a12(A,2):0.539261664891655 
data(p117):a13(A,3):0.19504288556621527 
data(p117):a14(A,3):0.053169546082770296 
data(p117):a15(A,3):-1.0207501075912857 
data(p117):a16(A,2):0.2586124735553378 
data(p117):a17(A,2):0.16836568115003617 
data(p117):a18(A,3):-0.1415826021043547 
data(p117):a19(A,3):-0.2664299286849379 
data(p117):a20(A,3):0.040656396542350495 
data(p117):a21(A,3):1.5613475157383314 
data(p117):a22(A,3):-0.10437771523653945 
data(p117):a23(A,3):1.1632005380564254 
data(p117):a24(A,2):0.34976403737743517 
data(p117):a25(A,3):0.0035488819105630918 
data(p117):a26(A,2):-0.1016915588183118 
data(p117):a27(A,2):0.18227285980445168 
data(p117):a28(A,1):-0.3008617231604038 
data(p117):a29(A,1):-0.4428032219374137 
data(p117):a30(A,0):-0.13584034808191017 
data(p117):a31(A,0):0.41168287148744476 
data(p117):a32(A,0):0.13902478239882032 
data(p117):a33(A,0):-0.0790564530825983 
data(p117):a34(A,0):0.09384641734910247 
data(p117):a35(A,0):0.4512939427912734 
data(p117):a36(A,1):0.8102389846017555 
data(p117):a37(A,1):0.1649708470728031 
data(p117):a38(A,2):0.4092690905628133 
data(p117):a39(A,2):0.2890821984428433 
data(p117):a40(A,2):-0.2826384870216469 
data(p117):a41(A,1):-0.19530690594982827 
data(p117):a42(A,1):-0.12416563776831932 
data(p117):a43(A,0):-0.23848665533856284 
data(p117):a44(A,1):-0.3139213869342403 
data(p117):a45(A,1):-0.2894586091955477 
data(p117):a46(A,1):0.11818538557293215 
data(p117):a47(A,2):-0.0315023169427454 
data(p117):a48(A,2):0.39091897061514375 
data(p117):a49(A,3):0.10043646770161528 
data(p117):a50(A,3):-0.4288354188236386 
data(p117):a51(A,3):0.9661232459048811 
data(p117):a52(A,2):0.8990704535075019 
data(p117):a53(A,2):-0.051965490085924645 
data(p117):a54(A,3):0.03281562977773307 
data(p117):a55(A,3):-0.6072611321713421 
data(p117):a56(A,1):-0.1763220858926723 
data(p117):a57(A,2):-0.10770460974224251 
data(p117):a58(A,1):-0.16935096130173416 
data(p117):a59(A,2):0.02171505834271464 
data(p117):a60(A,2):-0.15616772216887814 
data(p114):a1(A,2):0.23613274143564852 
data(p114):a2(A,3):0.06991432809605581 
data(p114):a3(A,3):-0.1398733273876985 
data(p114):a4(A,0):-0.2922464009559999 
data(p114):a5(A,2):0.20312704561909461 
data(p114):a6(A,3):0.1068701542342025 
data(p114):a7(A,2):0.05809077503140404 
data(p114):a8(A,1):0.3143711407423772 
data(p114):a9(A,1):-0.2764197023930305 
data(p114):a10(A,1):-0.3400163556997625 
data(p114):a11(A,1):-0.21524580254522396 
data(p114):a12(A,2):0.5087309599967338 
data(p114):a13(A,2):0.30660132842669463 
data(p114):a14(A,2):0.3521968761449301 
data(p114):a15(A,2):0.13089280349895238 
data(p114):a16(A,2):0.26269326631431467 
data(p114):a17(A,2):0.16319994133659307 
data(p114):a18(A,3):-0.14593205397036185 
data(p114):a19(A,3):-0.25785292383783986 
data(p114):a20(A,3):0.09183642973514411 
data(p114):a21(A,3):1.6629690608317975 
data(p114):a22(A,3):-0.09515448586002778 
data(p114):a23(A,2):0.8157286509464531 
data(p114):a24(A,2):0.3696666699468934 
data(p114):a25(A,1):-0.013936881880861547 
data(p114):a26(A,1):0.011798697192676674 
data(p114):a27(A,1):-0.49582346153042295 
data(p114):a28(A,0):-0.09525969194110422 
data(p114):a29(A,0):-0.24081775294619528 
data(p114):a30(A,0):-0.12310671432114569 
data(p114):a31(A,0):0.42021099972768955 
data(p114):a32(A,0):0.16409977257243563 
data(p114):a33(A,1):-0.03195163143896875 
data(p114):a34(A,2):-0.0993850148733983 
data(p114):a35(A,1):0.4255678524078942 
data(p114):a36(A,1):0.7865241137427715 
data(p114):a37(A,2):0.1428111684015774 
data(p114):a38(A,2):0.4171153900838959 
data(p114):a39(A,2):0.3156070513367796 
data(p114):a40(A,3):-0.3777238217076453 
data(p114):a41(A,3):0.2122947189983668 
data(p114):a42(A,2):0.16848590571110736 
data(p114):a43(A,2):0.17106017038577823 
data(p114):a44(A,1):-0.27773648290854724 
data(p114):a45(A,1):-0.31672622249132093 
data(p114):a46(A,1):0.1320870131489038 
data(p114):a47(A,1):0.0010142300454632457 
data(p114):a48(A,0):-0.9325740815498202 
data(p114):a49(A,0):-0.40089820802391973 
data(p114):a50(A,1):0.2653934262130238 
data(p114):a51(A,1):-0.5253668024295125 
data(p114):a52(A,2):0.8682304680036436 
data(p114):a53(A,3):0.00749131023407989 
data(p114):a54(A,3):0.051772499558511 
data(p114):a55(A,1):0.5124049972599265 
data(p114):a56(A,2):-0.05788132304198602 
data(p114):a57(A,1):0.1400016125854794 
data(p114):a58(A,0):-0.31212015610142224 
data(p114):a59(A,1):-0.11858652515865467 
data(p114):a60(A,2):-0.2192850624908073 
data(p122):a1(A,1):-0.23425392148103064 
data(p122):a2(A,0):0.03292216030497626 
data(p122):a3(A,1):0.08386484349685393 
data(p122):a4(A,2):0.17995846204184607 
data(p122):a5(A,2):0.2680237694320501 
data(p122):a6(A,1):-0.15149736717909457 
data(p122):a7(A,2):0.05656379643872887 
data(p122):a8(A,1):0.29551908753223793 
data(p122):a9(A,2):0.7154016795585376 
data(p122):a10(A,1):-0.5232775990084113 
data(p122):a11(A,1):-0.23231164085804923 
data(p122):a12(A,2):0.5355283071624557 
data(p122):a13(A,2):0.3148867477165087 
data(p122):a14(A,2):0.3512522815153314 
data(p122):a15(A,2):0.1383672231517476 
data(p122):a16(A,2):0.2675370536881024 
data(p122):a17(A,2):0.17767005268210825 
data(p122):a18(A,2):-0.15164525829596007 
data(p122):a19(A,2):-0.31609986059680967 
data(p122):a20(A,2):0.012075828073104498 
data(p122):a21(A,3):1.3671750599378725 
data(p122):a22(A,3):-0.10747728775994037 
data(p122):a23(A,3):1.1548236095152318 
data(p122):a24(A,3):0.3118701865898513 
data(p122):a25(A,3):0.0035488819105630918 
data(p122):a26(A,3):-0.11242731998180067 
data(p122):a27(A,3):0.27161608745329335 
data(p122):a28(A,3):0.3141993517818934 
data(p122):a29(A,2):0.2175781817147869 
data(p122):a30(A,1):-0.09057742137988097 
data(p122):a31(A,1):0.27465946555912846 
data(p122):a32(A,1):0.3356629321926757 
data(p122):a33(A,0):-0.12017441389421307 
data(p122):a34(A,0):0.09384641734910247 
data(p122):a35(A,0):0.4664510714610944 
data(p122):a36(A,1):0.8101164864502127 
data(p122):a37(A,1):0.1459958368316692 
data(p122):a38(A,1):-0.342124779389721 
data(p122):a39(A,1):-0.09962042844694045 
data(p122):a40(A,1):0.35390633973517654 
data(p122):a41(A,2):0.29099412209374337 
data(p122):a42(A,2):0.1624411317398461 
data(p122):a43(A,1):-0.22269990098418424 
data(p122):a44(A,2):0.35347610162240084 
data(p122):a45(A,1):-0.3003053859552062 
data(p122):a46(A,1):0.14001835826002934 
data(p122):a47(A,2):-0.028503089344176103 
data(p122):a48(A,2):0.37023592989889126 
data(p122):a49(A,2):0.034554624419136294 
data(p122):a50(A,2):-0.21571596769468102 
data(p122):a51(A,1):-0.6331316626559801 
data(p122):a52(A,3):0.9699415767693281 
data(p122):a53(A,2):-0.02423151202835524 
data(p122):a54(A,2):-0.25102505997567687 
data(p122):a55(A,1):0.5291181393442358 
data(p122):a56(A,3):0.16362077117485943 
data(p122):a57(A,2):-0.10227124684632377 
data(p122):a58(A,0):-0.34313734188662753 
data(p122):a59(A,1):-0.12261014256526703 
data(p122):a60(A,0):-0.052082123612581875 
data(p112):a1(A,3):0.37496117848955074 
data(p112):a2(A,3):0.032778570376677495 
data(p112):a3(A,3):-0.16516779740371051 
data(p112):a4(A,3):0.5500279443820137 
data(p112):a5(A,3):0.23066822473999649 
data(p112):a6(A,3):0.11130702317601358 
data(p112):a7(A,0):0.0018605964941941031 
data(p112):a8(A,3):-0.3927573492695582 
data(p112):a9(A,0):-1.0064833011536287 
data(p112):a10(A,0):-0.48930871037399404 
data(p112):a11(A,1):-0.1947342303240383 
data(p112):a12(A,1):-0.4585852339545113 
data(p112):a13(A,2):0.25269088983888877 
data(p112):a14(A,2):0.33888828081338174 
data(p112):a15(A,2):0.09700664291617533 
data(p112):a16(A,2):0.35108449739261255 
data(p112):a17(A,2):0.1563827623261155 
data(p112):a18(A,3):-0.10996485607715839 
data(p112):a19(A,3):-0.258775682390929 
data(p112):a20(A,3):0.06524858988654478 
data(p112):a21(A,3):1.5351322004493058 
data(p112):a22(A,3):-0.07996009943041942 
data(p112):a23(A,3):1.1005465498844997 
data(p112):a24(A,3):0.28764495233667786 
data(p112):a25(A,2):-0.017679554825977634 
data(p112):a26(A,1):0.01709738227165296 
data(p112):a27(A,1):-0.41292696062711315 
data(p112):a28(A,0):-0.11033847877052501 
data(p112):a29(A,0):-0.2129236783347661 
data(p112):a30(A,0):-0.12731416645675359 
data(p112):a31(A,0):0.3860982416436856 
data(p112):a32(A,0):0.2290991370726162 
data(p112):a33(A,0):-0.06878890413702235 
data(p112):a34(A,1):0.07247970540365248 
data(p112):a35(A,2):-0.3698341000785493 
data(p112):a36(A,2):-0.2741314836079526 
data(p112):a37(A,2):0.18266705968032723 
data(p112):a38(A,3):0.42391375456772973 
data(p112):a39(A,2):0.29112750842541446 
data(p112):a40(A,2):-0.24150464076310418 
data(p112):a41(A,2):0.2562515672102056 
data(p112):a42(A,3):0.1558314674217808 
data(p112):a43(A,3):0.3834732724986076 
data(p112):a44(A,1):-0.28968564169710903 
data(p112):a45(A,2):0.023548676883589092 
data(p112):a46(A,2):0.21123727677716594 
data(p112):a47(A,0):-0.08816975286165075 
data(p112):a48(A,2):0.3453725842261584 
data(p112):a49(A,2):0.006741519871986416 
data(p112):a50(A,0):0.2746578804820627 
data(p112):a51(A,3):0.8985614305033477 
data(p112):a52(A,3):0.9841144965901172 
data(p112):a53(A,3):0.07219089218089998 
data(p112):a54(A,3):0.06299480474836616 
data(p112):a55(A,2):-0.618152649644494 
data(p112):a56(A,3):0.20404346551461625 
data(p112):a57(A,3):-0.058969724711791495 
data(p112):a58(A,3):0.2526449083244718 
data(p112):a59(A,3):0.10153957672288264 
data(p112):a60(A,2):-0.17179586655203416 
data(p121):a1(A,2):0.28113372247826024 
data(p121):a2(A,3):0.06500233886581724 
data(p121):a3(A,0):0.10426832719364204 
data(p121):a4(A,0):-0.32309146762293134 
data(p121):a5(A,1):0.06575117649610325 
data(p121):a6(A,1):-0.09403061905911951 
data(p121):a7(A,1):0.012450860911013342 
data(p121):a8(A,2):-0.21100446566985587 
data(p121):a9(A,1):-0.278758086539233 
data(p121):a10(A,1):-0.4623790161362409 
data(p121):a11(A,1):-0.26364315568557134 
data(p121):a12(A,1):-0.44772698640759223 
data(p121):a13(A,2):0.280411690297519 
data(p121):a14(A,2):0.31606656038351394 
data(p121):a15(A,2):0.15701509798658875 
data(p121):a16(A,2):0.27900531388259425 
data(p121):a17(A,2):0.13661630712627795 
data(p121):a18(A,2):-0.16706517164316934 
data(p121):a19(A,2):-0.2899441997187317 
data(p121):a20(A,2):0.013466969232596916 
data(p121):a21(A,2):1.0056559625804093 
data(p121):a22(A,2):-0.11599255739369276 
data(p121):a23(A,3):1.3707171487019532 
data(p121):a24(A,3):0.2809911197406477 
data(p121):a25(A,3):0.0009426611843046094 
data(p121):a26(A,3):-0.09147284231348973 
data(p121):a27(A,3):0.4127050437002035 
data(p121):a28(A,3):0.3387767042683392 
data(p121):a29(A,2):0.2429926683177783 
data(p121):a30(A,1):-0.1224357762013527 
data(p121):a31(A,2):-0.33406643363590244 
data(p121):a32(A,2):-0.19815128367159204 
